geotype,geoid,geoname,gwvoteimp,priority
cd118,1219,"Congressional District 19, Florida",,
cd118,1202,"Congressional District 2, Florida",,
cd118,1220,"Congressional District 20, Florida",,
cd118,1221,"Congressional District 21, Florida",,
cd118,1222,"Congressional District 22, Florida",,
cd118,1223,"Congressional District 23, Florida",,
cd118,1224,"Congressional District 24, Florida",,
cd118,1225,"Congressional District 25, Florida",,
cd118,1226,"Congressional District 26, Florida",,
cd118,1227,"Congressional District 27, Florida",,
cd118,1228,"Congressional District 28, Florida",,
cd118,1203,"Congressional District 3, Florida",,
cd118,1204,"Congressional District 4, Florida",,
cd118,1205,"Congressional District 5, Florida",,
cd118,1206,"Congressional District 6, Florida",,
cd118,1207,"Congressional District 7, Florida",,
cd118,1208,"Congressional District 8, Florida",,
cd118,1209,"Congressional District 9, Florida",,
cd118,1301,"Congressional District 1, Georgia",,
cd118,1310,"Congressional District 10, Georgia",,
cd118,1311,"Congressional District 11, Georgia",,
cd118,1312,"Congressional District 12, Georgia",,
cd118,1313,"Congressional District 13, Georgia",,
cd118,1314,"Congressional District 14, Georgia",,
cd118,1302,"Congressional District 2, Georgia",,
cd118,1303,"Congressional District 3, Georgia",,
cd118,1304,"Congressional District 4, Georgia",,
cd118,1305,"Congressional District 5, Georgia",,
cd118,1306,"Congressional District 6, Georgia",,
cd118,1307,"Congressional District 7, Georgia",,
cd118,1308,"Congressional District 8, Georgia",,
cd118,1309,"Congressional District 9, Georgia",,
cd118,1501,"Congressional District 1, Hawaii",61.28,68.30
cd118,1502,"Congressional District 2, Hawaii",61.86,67.36
cd118,1601,"Congressional District 1, Idaho",48.06,43.39
cd118,1602,"Congressional District 2, Idaho",51.29,46.95
cd118,1701,"Congressional District 1, Illinois",63.01,60.48
cd118,1710,"Congressional District 10, Illinois",61.14,59.42
cd118,1711,"Congressional District 11, Illinois",54.07,55.86
cd118,1712,"Congressional District 12, Illinois",45.77,40.73
cd118,1713,"Congressional District 13, Illinois",51.14,49.33
cd118,1714,"Congressional District 14, Illinois",52.15,56.14
cd118,1715,"Congressional District 15, Illinois",46.76,43.40
cd118,1716,"Congressional District 16, Illinois",47.52,43.79
cd118,1717,"Congressional District 17, Illinois",49.79,51.08
cd118,1702,"Congressional District 2, Illinois",59.70,63.64
cd118,1703,"Congressional District 3, Illinois",65.87,64.26
cd118,1704,"Congressional District 4, Illinois",65.66,65.83
cd118,1705,"Congressional District 5, Illinois",68.69,65.11
cd118,1706,"Congressional District 6, Illinois",58.90,58.51
cd118,1707,"Congressional District 7, Illinois",69.14,71.66
cd118,1708,"Congressional District 8, Illinois",56.48,55.91
cd118,1709,"Congressional District 9, Illinois",65.99,63.87
cd118,1801,"Congressional District 1, Indiana",50.24,48.30
cd118,1802,"Congressional District 2, Indiana",50.32,48.64
cd118,1803,"Congressional District 3, Indiana",47.78,47.60
cd118,1804,"Congressional District 4, Indiana",51.55,45.44
cd118,1805,"Congressional District 5, Indiana",49.58,44.88
cd118,1806,"Congressional District 6, Indiana",49.13,47.37
cd118,1807,"Congressional District 7, Indiana",57.28,59.35
cd118,1808,"Congressional District 8, Indiana",47.03,42.02
cd118,1809,"Congressional District 9, Indiana",48.17,45.24
cd118,1901,"Congressional District 1, Iowa",45.74,45.67
cd118,1902,"Congressional District 2, Iowa",51.66,46.59
cd118,1903,"Congressional District 3, Iowa",51.85,48.95
cd118,1904,"Congressional District 4, Iowa",49.47,47.63
cd118,2001,"Congressional District 1, Kansas",,
cd118,2002,"Congressional District 2, Kansas",,
cd118,2003,"Congressional District 3, Kansas",,
cd118,2004,"Congressional District 4, Kansas",,
cd118,2101,"Congressional District 1, Kentucky",51.23,41.17
cd118,2102,"Congressional District 2, Kentucky",48.91,43.52
cd118,2103,"Congressional District 3, Kentucky",51.69,47.57
cd118,2104,"Congressional District 4, Kentucky",49.90,43.31
cd118,2105,"Congressional District 5, Kentucky",50.53,43.42
cd118,2106,"Congressional District 6, Kentucky",49.24,44.27
cd118,2201,"Congressional District 1, Louisiana",,
cd118,2202,"Congressional District 2, Louisiana",,
cd118,2203,"Congressional District 3, Louisiana",,
cd118,2204,"Congressional District 4, Louisiana",,
cd118,2205,"Congressional District 5, Louisiana",,
cd118,2206,"Congressional District 6, Louisiana",,
cd118,2301,"Congressional District 1, Maine",60.01,55.23
cd118,2302,"Congressional District 2, Maine",57.76,53.78
cd118,2401,"Congressional District 1, Maryland",52.84,55.34
cd118,2402,"Congressional District 2, Maryland",56.73,60.04
cd118,2403,"Congressional District 3, Maryland",60.14,61.61
cd118,2404,"Congressional District 4, Maryland",65.07,69.48
cd118,2405,"Congressional District 5, Maryland",57.36,58.52
cd118,2406,"Congressional District 6, Maryland",58.78,58.35
cd118,2407,"Congressional District 7, Maryland",62.15,68.66
cd118,2408,"Congressional District 8, Maryland",71.18,72.87
cd118,2501,"Congressional District 1, Massachusetts",57.34,56.90
cd118,2502,"Congressional District 2, Massachusetts",63.27,59.38
cd118,2503,"Congressional District 3, Massachusetts",59.71,57.73
cd118,2504,"Congressional District 4, Massachusetts",65.49,63.35
cd118,2505,"Congressional District 5, Massachusetts",65.52,66.06
cd118,2506,"Congressional District 6, Massachusetts",62.72,57.63
cd118,2507,"Congressional District 7, Massachusetts",71.20,74.84
cd118,2508,"Congressional District 8, Massachusetts",68.34,66.30
cd118,2509,"Congressional District 9, Massachusetts",56.33,56.96
cd118,2601,"Congressional District 1, Michigan",50.04,48.54
cd118,2610,"Congressional District 10, Michigan",51.42,49.33
cd118,2611,"Congressional District 11, Michigan",53.85,55.73
cd118,2612,"Congressional District 12, Michigan",55.44,57.21
cd118,2613,"Congressional District 13, Michigan",61.20,64.44
cd118,2602,"Congressional District 2, Michigan",52.95,45.44
cd118,2603,"Congressional District 3, Michigan",52.68,49.76
cd118,2604,"Congressional District 4, Michigan",50.50,48.62
cd118,2605,"Congressional District 5, Michigan",51.08,47.73
cd118,2606,"Congressional District 6, Michigan",54.44,59.45
cd118,2607,"Congressional District 7, Michigan",54.41,50.55
cd118,2608,"Congressional District 8, Michigan",51.21,49.87
cd118,2609,"Congressional District 9, Michigan",48.89,47.86
cd118,2701,"Congressional District 1, Minnesota",49.45,47.22
cd118,2702,"Congressional District 2, Minnesota",53.22,50.75
cd118,2703,"Congressional District 3, Minnesota",56.61,56.65
cd118,2704,"Congressional District 4, Minnesota",58.21,60.36
cd118,2705,"Congressional District 5, Minnesota",58.56,63.08
cd118,2706,"Congressional District 6, Minnesota",49.47,45.12
cd118,2707,"Congressional District 7, Minnesota",46.29,41.38
cd118,2708,"Congressional District 8, Minnesota",49.20,48.74
cd118,2801,"Congressional District 1, Mississippi",49.27,45.01
cd118,2802,"Congressional District 2, Mississippi",52.07,54.11
cd118,2803,"Congressional District 3, Mississippi",50.20,42.63
cd118,2804,"Congressional District 4, Mississippi",45.98,42.97
cd118,2901,"Congressional District 1, Missouri",58.73,61.34
cd118,2902,"Congressional District 2, Missouri",51.99,51.62
cd118,2903,"Congressional District 3, Missouri",44.94,40.23
cd118,2904,"Congressional District 4, Missouri",46.17,44.93
cd118,2905,"Congressional District 5, Missouri",54.11,53.53
cd118,2906,"Congressional District 6, Missouri",48.40,46.53
cd118,2907,"Congressional District 7, Missouri",47.76,43.28
cd118,2908,"Congressional District 8, Missouri",49.90,46.87
cd118,3001,"Congressional District 1, Montana",52.92,47.95
cd118,3002,"Congressional District 2, Montana",50.14,40.50
cd118,3101,"Congressional District 1, Nebraska",48.37,44.76
cd118,3102,"Congressional District 2, Nebraska",52.32,48.77
cd118,3103,"Congressional District 3, Nebraska",44.85,42.16
cd118,3201,"Congressional District 1, Nevada",57.76,54.58
cd118,3202,"Congressional District 2, Nevada",55.13,51.45
cd118,3203,"Congressional District 3, Nevada",55.31,56.60
cd118,3204,"Congressional District 4, Nevada",53.29,57.60
cd118,3301,"Congressional District 1, New Hampshire",57.87,56.80
cd118,3302,"Congressional District 2, New Hampshire",55.84,52.20
cd118,3401,"Congressional District 1, New Jersey",59.82,58.05
cd118,3410,"Congressional District 10, New Jersey",70.63,67.69
cd118,3411,"Congressional District 11, New Jersey",64.88,59.83
cd118,3412,"Congressional District 12, New Jersey",66.31,65.09
cd118,3402,"Congressional District 2, New Jersey",56.31,58.09
cd118,3403,"Congressional District 3, New Jersey",59.20,55.87
cd118,3404,"Congressional District 4, New Jersey",59.79,52.06
cd118,3405,"Congressional District 5, New Jersey",61.52,59.60
cd118,3406,"Congressional District 6, New Jersey",61.48,60.49
cd118,3407,"Congressional District 7, New Jersey",59.61,55.07
cd118,3408,"Congressional District 8, New Jersey",74.97,72.89
cd118,3409,"Congressional District 9, New Jersey",62.63,63.37
cd118,3501,"Congressional District 1, New Mexico",,
cd118,3502,"Congressional District 2, New Mexico",,
cd118,3503,"Congressional District 3, New Mexico",,
cd118,3601,"Congressional District 1, New York",,
cd118,3610,"Congressional District 10, New York",,
cd118,3611,"Congressional District 11, New York",,
cd118,3612,"Congressional District 12, New York",,
cd118,3613,"Congressional District 13, New York",,
cd118,3614,"Congressional District 14, New York",,
cd118,3615,"Congressional District 15, New York",,
cd118,3616,"Congressional District 16, New York",,
cd118,3617,"Congressional District 17, New York",,
cd118,3618,"Congressional District 18, New York",,
cd118,3619,"Congressional District 19, New York",,
cd118,3602,"Congressional District 2, New York",,
cd118,3620,"Congressional District 20, New York",,
cd118,3621,"Congressional District 21, New York",,
cd118,3622,"Congressional District 22, New York",,
cd118,3623,"Congressional District 23, New York",,
cd118,3624,"Congressional District 24, New York",,
cd118,3625,"Congressional District 25, New York",,
cd118,3626,"Congressional District 26, New York",,
cd118,3603,"Congressional District 3, New York",,
cd118,3604,"Congressional District 4, New York",,
cd118,3605,"Congressional District 5, New York",,
cd118,3606,"Congressional District 6, New York",,
cd118,3607,"Congressional District 7, New York",,
cd118,3608,"Congressional District 8, New York",,
cd118,3609,"Congressional District 9, New York",,
cd118,3701,"Congressional District 1, North Carolina",,
cd118,3710,"Congressional District 10, North Carolina",,
cd118,3711,"Congressional District 11, North Carolina",,
cd118,3712,"Congressional District 12, North Carolina",,
cd118,3713,"Congressional District 13, North Carolina",,
cd118,3714,"Congressional District 14, North Carolina",,
cd118,3702,"Congressional District 2, North Carolina",,
cd118,3703,"Congressional District 3, North Carolina",,
cd118,3704,"Congressional District 4, North Carolina",,
cd118,3705,"Congressional District 5, North Carolina",,
cd118,3706,"Congressional District 6, North Carolina",,
cd118,3707,"Congressional District 7, North Carolina",,
cd118,3708,"Congressional District 8, North Carolina",,
cd118,3709,"Congressional District 9, North Carolina",,
cd118,3800,"Congressional District (At Large), North Dakota",44.69,37.35
cd118,3901,"Congressional District 1, Ohio",53.30,52.13
cd118,3910,"Congressional District 10, Ohio",49.19,44.82
cd118,3911,"Congressional District 11, Ohio",60.19,64.00
cd118,3912,"Congressional District 12, Ohio",52.32,44.65
cd118,3913,"Congressional District 13, Ohio",51.15,50.58
cd118,3914,"Congressional District 14, Ohio",53.28,50.20
cd118,3915,"Congressional District 15, Ohio",52.29,52.13
cd118,3902,"Congressional District 2, Ohio",45.33,43.60
cd118,3903,"Congressional District 3, Ohio",54.39,59.07
cd118,3904,"Congressional District 4, Ohio",48.45,42.25
cd118,3905,"Congressional District 5, Ohio",49.90,43.95
cd118,3906,"Congressional District 6, Ohio",48.18,47.14
cd118,3907,"Congressional District 7, Ohio",55.55,48.21
cd118,3908,"Congressional District 8, Ohio",47.76,47.36
cd118,3909,"Congressional District 9, Ohio",46.08,49.41
cd118,4001,"Congressional District 1, Oklahoma",53.82,46.29
cd118,4002,"Congressional District 2, Oklahoma",49.20,44.95
cd118,4003,"Congressional District 3, Oklahoma",49.99,49.16
cd118,4004,"Congressional District 4, Oklahoma",52.04,48.91
cd118,4005,"Congressional District 5, Oklahoma",51.31,47.69
cd118,4101,"Congressional District 1, Oregon",65.94,67.16
cd118,4102,"Congressional District 2, Oregon",50.34,47.37
cd118,4103,"Congressional District 3, Oregon",66.30,65.48
cd118,4104,"Congressional District 4, Oregon",60.12,56.45
cd118,4105,"Congressional District 5, Oregon",56.00,56.16
cd118,4106,"Congressional District 6, Oregon",58.90,57.92
cd118,4201,"Congressional District 1, Pennsylvania",56.79,50.30
cd118,4210,"Congressional District 10, Pennsylvania",52.29,48.81
cd118,4211,"Congressional District 11, Pennsylvania",51.37,45.15
cd118,4212,"Congressional District 12, Pennsylvania",55.36,53.75
cd118,4213,"Congressional District 13, Pennsylvania",47.86,42.87
cd118,4214,"Congressional District 14, Pennsylvania",45.88,41.89
cd118,4215,"Congressional District 15, Pennsylvania",49.45,44.03
cd118,4216,"Congressional District 16, Pennsylvania",47.64,41.48
cd118,4217,"Congressional District 17, Pennsylvania",58.04,57.86
cd118,4202,"Congressional District 2, Pennsylvania",71.01,71.16
cd118,4203,"Congressional District 3, Pennsylvania",74.20,73.09
cd118,4204,"Congressional District 4, Pennsylvania",56.37,56.89
cd118,4205,"Congressional District 5, Pennsylvania",61.53,58.82
cd118,4206,"Congressional District 6, Pennsylvania",61.16,55.97
cd118,4207,"Congressional District 7, Pennsylvania",54.60,49.25
cd118,4208,"Congressional District 8, Pennsylvania",61.50,52.82
cd118,4209,"Congressional District 9, Pennsylvania",49.17,45.38
cd118,4401,"Congressional District 1, Rhode Island",57.90,58.92
cd118,4402,"Congressional District 2, Rhode Island",54.50,56.40
cd118,4501,"Congressional District 1, South Carolina",,
cd118,4502,"Congressional District 2, South Carolina",,
cd118,4503,"Congressional District 3, South Carolina",,
cd118,4504,"Congressional District 4, South Carolina",,
cd118,4505,"Congressional District 5, South Carolina",,
cd118,4506,"Congressional District 6, South Carolina",,
cd118,4507,"Congressional District 7, South Carolina",,
cd118,4600,"Congressional District (At Large), South Dakota",48.25,47.01
cd118,4701,"Congressional District 1, Tennessee",,
cd118,4702,"Congressional District 2, Tennessee",,
cd118,4703,"Congressional District 3, Tennessee",,
cd118,4704,"Congressional District 4, Tennessee",,
cd118,4705,"Congressional District 5, Tennessee",,
cd118,4706,"Congressional District 6, Tennessee",,
cd118,4707,"Congressional District 7, Tennessee",,
cd118,4708,"Congressional District 8, Tennessee",,
cd118,4709,"Congressional District 9, Tennessee",,
cd118,4801,"Congressional District 1, Texas",,
cd118,4810,"Congressional District 10, Texas",,
cd118,4811,"Congressional District 11, Texas",,
cd118,4812,"Congressional District 12, Texas",,
cd118,4813,"Congressional District 13, Texas",,
cd118,4814,"Congressional District 14, Texas",,
cd118,4815,"Congressional District 15, Texas",,
cd118,4816,"Congressional District 16, Texas",,
cd118,4817,"Congressional District 17, Texas",,
cd118,4818,"Congressional District 18, Texas",,
cd118,4819,"Congressional District 19, Texas",,
cd118,4802,"Congressional District 2, Texas",,
cd118,4820,"Congressional District 20, Texas",,
cd118,4821,"Congressional District 21, Texas",,
cd118,4822,"Congressional District 22, Texas",,
cd118,4823,"Congressional District 23, Texas",,
cd118,4824,"Congressional District 24, Texas",,
cd118,4825,"Congressional District 25, Texas",,
cd118,4826,"Congressional District 26, Texas",,
cd118,4827,"Congressional District 27, Texas",,
cd118,4828,"Congressional District 28, Texas",,
cd118,4829,"Congressional District 29, Texas",,
cd118,4803,"Congressional District 3, Texas",,
cd118,4830,"Congressional District 30, Texas",,
cd118,4831,"Congressional District 31, Texas",,
cd118,4832,"Congressional District 32, Texas",,
cd118,4833,"Congressional District 33, Texas",,
cd118,4834,"Congressional District 34, Texas",,
cd118,4835,"Congressional District 35, Texas",,
cd118,4836,"Congressional District 36, Texas",,
cd118,4837,"Congressional District 37, Texas",,
cd118,4838,"Congressional District 38, Texas",,
cd118,4804,"Congressional District 4, Texas",,
cd118,4805,"Congressional District 5, Texas",,
cd118,4806,"Congressional District 6, Texas",,
cd118,4807,"Congressional District 7, Texas",,
cd118,4808,"Congressional District 8, Texas",,
cd118,4809,"Congressional District 9, Texas",,
cd118,4901,"Congressional District 1, Utah",,
cd118,4902,"Congressional District 2, Utah",,
cd118,4903,"Congressional District 3, Utah",,
cd118,4904,"Congressional District 4, Utah",,
cd118,5000,"Congressional District (At Large), Vermont",57.42,57.16
cd118,5101,"Congressional District 1, Virginia",51.57,51.61
cd118,5110,"Congressional District 10, Virginia",59.75,59.42
cd118,5111,"Congressional District 11, Virginia",61.72,61.83
cd118,5102,"Congressional District 2, Virginia",51.19,51.37
cd118,5103,"Congressional District 3, Virginia",58.14,60.55
cd118,5104,"Congressional District 4, Virginia",60.31,59.73
cd118,5105,"Congressional District 5, Virginia",49.55,52.21
cd118,5106,"Congressional District 6, Virginia",49.09,48.61
cd118,5107,"Congressional District 7, Virginia",55.85,58.21
cd118,5108,"Congressional District 8, Virginia",68.56,68.47
cd118,5109,"Congressional District 9, Virginia",47.74,46.37
cd118,5301,"Congressional District 1, Washington",64.72,62.54
cd118,5310,"Congressional District 10, Washington",57.73,55.89
cd118,5302,"Congressional District 2, Washington",59.17,64.65
cd118,5303,"Congressional District 3, Washington",58.50,52.38
cd118,5304,"Congressional District 4, Washington",53.19,53.40
cd118,5305,"Congressional District 5, Washington",53.67,48.85
cd118,5306,"Congressional District 6, Washington",55.74,57.48
cd118,5307,"Congressional District 7, Washington",71.18,69.99
cd118,5308,"Congressional District 8, Washington",62.70,57.83
cd118,5309,"Congressional District 9, Washington",65.14,67.97
cd118,5401,"Congressional District 1, West Virginia",45.21,42.00
cd118,5402,"Congressional District 2, West Virginia",50.17,46.44
cd118,5501,"Congressional District 1, Wisconsin",53.62,49.51
cd118,5502,"Congressional District 2, Wisconsin",56.04,55.65
cd118,5503,"Congressional District 3, Wisconsin",46.20,46.28
cd118,5504,"Congressional District 4, Wisconsin",57.35,57.66
cd118,5505,"Congressional District 5, Wisconsin",55.19,47.83
cd118,5506,"Congressional District 6, Wisconsin",47.65,41.68
cd118,5507,"Congressional District 7, Wisconsin",47.10,46.43
cd118,5508,"Congressional District 8, Wisconsin",49.14,43.51
cd118,5600,"Congressional District (At Large), Wyoming",46.13,37.95
cbsa,10100,"Aberdeen, SD Micro Area, South Dakota",46.40,45.15
cbsa,10100,"Aberdeen, SD Micro Area, South Dakota",46.40,45.15
cbsa,10140,"Aberdeen, WA Micro Area, Washington",50.16,48.89
cbsa,10180,"Abilene, TX Metro Area, Texas",50.57,44.76
cbsa,10180,"Abilene, TX Metro Area, Texas",50.57,44.76
cbsa,10180,"Abilene, TX Metro Area, Texas",50.57,44.76
cbsa,10220,"Ada, OK Micro Area, Oklahoma",50.27,45.71
cbsa,10300,"Adrian, MI Micro Area, Michigan",47.99,45.28
cbsa,10420,"Akron, OH Metro Area, Ohio",49.03,47.92
cbsa,10420,"Akron, OH Metro Area, Ohio",49.03,47.92
cbsa,10460,"Alamogordo, NM Micro Area, New Mexico",44.74,44.11
cbsa,10500,"Albany, GA Metro Area, Georgia",50.22,50.54
cbsa,10500,"Albany, GA Metro Area, Georgia",50.22,50.54
cbsa,10500,"Albany, GA Metro Area, Georgia",50.22,50.54
cbsa,10500,"Albany, GA Metro Area, Georgia",50.22,50.54
cbsa,10540,"Albany-Lebanon, OR Metro Area, Oregon",51.37,49.66
cbsa,10580,"Albany-Schenectady-Troy, NY Metro Area, New York",61.30,58.04
cbsa,10580,"Albany-Schenectady-Troy, NY Metro Area, New York",61.30,58.04
cbsa,10580,"Albany-Schenectady-Troy, NY Metro Area, New York",61.30,58.04
cbsa,10580,"Albany-Schenectady-Troy, NY Metro Area, New York",61.30,58.04
cbsa,10580,"Albany-Schenectady-Troy, NY Metro Area, New York",61.30,58.04
cbsa,10620,"Albemarle, NC Micro Area, North Carolina",45.55,43.61
cbsa,10660,"Albert Lea, MN Micro Area, Minnesota",42.66,43.57
cbsa,10700,"Albertville, AL Micro Area, Alabama",42.01,37.19
cbsa,10740,"Albuquerque, NM Metro Area, New Mexico",56.82,56.04
cbsa,10740,"Albuquerque, NM Metro Area, New Mexico",56.82,56.04
cbsa,10740,"Albuquerque, NM Metro Area, New Mexico",56.82,56.04
cbsa,10740,"Albuquerque, NM Metro Area, New Mexico",56.82,56.04
cbsa,10760,"Alexander City, AL Micro Area, Alabama",47.28,43.12
cbsa,10760,"Alexander City, AL Micro Area, Alabama",47.28,43.12
cbsa,10780,"Alexandria, LA Metro Area, Louisiana",49.93,43.98
cbsa,10780,"Alexandria, LA Metro Area, Louisiana",49.93,43.98
cbsa,10820,"Alexandria, MN Micro Area, Minnesota",44.17,42.82
cbsa,10860,"Alice, TX Micro Area, Texas",61.54,62.25
cbsa,10860,"Alice, TX Micro Area, Texas",61.54,62.25
cbsa,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area, New Jersey",59.05,52.07
cbsa,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area, Pennsylvania",59.05,52.07
cbsa,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area, Pennsylvania",59.05,52.07
cbsa,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area, Pennsylvania",59.05,52.07
cbsa,10940,"Alma, MI Micro Area, Michigan",46.39,45.85
cbsa,10980,"Alpena, MI Micro Area, Michigan",44.93,42.71
cbsa,11020,"Altoona, PA Metro Area, Pennsylvania",47.67,40.23
cbsa,11060,"Altus, OK Micro Area, Oklahoma",54.07,49.09
cbsa,11100,"Amarillo, TX Metro Area, Texas",49.71,42.89
cbsa,11100,"Amarillo, TX Metro Area, Texas",49.71,42.89
cbsa,11100,"Amarillo, TX Metro Area, Texas",49.71,42.89
cbsa,11100,"Amarillo, TX Metro Area, Texas",49.71,42.89
cbsa,11100,"Amarillo, TX Metro Area, Texas",49.71,42.89
cbsa,11140,"Americus, GA Micro Area, Georgia",48.49,48.95
cbsa,11140,"Americus, GA Micro Area, Georgia",48.49,48.95
cbsa,11180,"Ames, IA Metro Area, Iowa",48.35,48.96
cbsa,11180,"Ames, IA Metro Area, Iowa",48.35,48.96
cbsa,11220,"Amsterdam, NY Micro Area, New York",55.22,51.70
cbsa,11260,"Anchorage, AK Metro Area, Alaska",55.24,51.78
cbsa,11260,"Anchorage, AK Metro Area, Alaska",55.24,51.78
cbsa,11380,"Andrews, TX Micro Area, Texas",54.35,51.80
cbsa,11420,"Angola, IN Micro Area, Indiana",48.21,42.83
cbsa,11460,"Ann Arbor, MI Metro Area, Michigan",61.15,66.60
cbsa,11500,"Anniston-Oxford, AL Metro Area, Alabama",47.30,42.72
cbsa,11540,"Appleton, WI Metro Area, Wisconsin",49.21,45.59
cbsa,11540,"Appleton, WI Metro Area, Wisconsin",49.21,45.59
cbsa,11580,"Arcadia, FL Micro Area, Florida",49.50,47.60
cbsa,11620,"Ardmore, OK Micro Area, Oklahoma",47.67,42.53
cbsa,11620,"Ardmore, OK Micro Area, Oklahoma",47.67,42.53
cbsa,11660,"Arkadelphia, AR Micro Area, Arkansas",52.01,48.80
cbsa,11700,"Asheville, NC Metro Area, North Carolina",54.48,53.47
cbsa,11700,"Asheville, NC Metro Area, North Carolina",54.48,53.47
cbsa,11700,"Asheville, NC Metro Area, North Carolina",54.48,53.47
cbsa,11700,"Asheville, NC Metro Area, North Carolina",54.48,53.47
cbsa,11740,"Ashland, OH Micro Area, Ohio",45.67,39.00
cbsa,11780,"Ashtabula, OH Micro Area, Ohio",47.18,44.71
cbsa,11820,"Astoria, OR Micro Area, Oregon",60.61,58.67
cbsa,11860,"Atchison, KS Micro Area, Kansas",46.66,43.04
cbsa,11900,"Athens, OH Micro Area, Ohio",53.57,51.36
cbsa,11940,"Athens, TN Micro Area, Tennessee",48.36,44.80
cbsa,11980,"Athens, TX Micro Area, Texas",51.74,47.07
cbsa,12020,"Athens-Clarke County, GA Metro Area, Georgia",53.23,50.73
cbsa,12020,"Athens-Clarke County, GA Metro Area, Georgia",53.23,50.73
cbsa,12020,"Athens-Clarke County, GA Metro Area, Georgia",53.23,50.73
cbsa,12020,"Athens-Clarke County, GA Metro Area, Georgia",53.23,50.73
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area, Georgia",55.09,50.05
cbsa,12100,"Atlantic City-Hammonton, NJ Metro Area, New Jersey",58.90,59.32
cbsa,12120,"Atmore, AL Micro Area, Alabama",46.04,42.91
cbsa,12140,"Auburn, IN Micro Area, Indiana",46.75,43.01
cbsa,12180,"Auburn, NY Micro Area, New York",54.41,52.93
cbsa,12220,"Auburn-Opelika, AL Metro Area, Alabama",52.50,50.66
cbsa,12260,"Augusta-Richmond County, GA-SC Metro Area, Georgia",51.26,48.96
cbsa,12260,"Augusta-Richmond County, GA-SC Metro Area, South Carolina",51.26,48.96
cbsa,12260,"Augusta-Richmond County, GA-SC Metro Area, Georgia",51.26,48.96
cbsa,12260,"Augusta-Richmond County, GA-SC Metro Area, South Carolina",51.26,48.96
cbsa,12260,"Augusta-Richmond County, GA-SC Metro Area, Georgia",51.26,48.96
cbsa,12260,"Augusta-Richmond County, GA-SC Metro Area, Georgia",51.26,48.96
cbsa,12260,"Augusta-Richmond County, GA-SC Metro Area, Georgia",51.26,48.96
